,area_fips,area_title_2020,agglvl_title_2020,annual_avg_estabs_count_2020,annual_avg_emplvl_2020,total_annual_wages_2020,taxable_annual_wages_2020,annual_contributions_2020,annual_avg_wkly_wage_2020,avg_annual_pay_2020,oty_annual_avg_estabs_count_chg_2020,oty_annual_avg_estabs_count_pct_chg_2020,oty_annual_avg_emplvl_chg_2020,oty_annual_avg_emplvl_pct_chg_2020,oty_total_annual_wages_chg_2020,oty_total_annual_wages_pct_chg_2020,oty_taxable_annual_wages_chg_2020,oty_taxable_annual_wages_pct_chg_2020,oty_annual_contributions_chg_2020,oty_annual_contributions_pct_chg_2020,oty_annual_avg_wkly_wage_chg_2020,oty_annual_avg_wkly_wage_pct_chg_2020,oty_avg_annual_pay_chg_2020,oty_avg_annual_pay_pct_chg_2020,area_title_2021,agglvl_title_2021,annual_avg_estabs_count_2021,annual_avg_emplvl_2021,total_annual_wages_2021,taxable_annual_wages_2021,annual_contributions_2021,annual_avg_wkly_wage_2021,avg_annual_pay_2021,oty_annual_avg_estabs_count_chg_2021,oty_annual_avg_estabs_count_pct_chg_2021,oty_annual_avg_emplvl_chg_2021,oty_annual_avg_emplvl_pct_chg_2021,oty_total_annual_wages_chg_2021,oty_total_annual_wages_pct_chg_2021,oty_taxable_annual_wages_chg_2021,oty_taxable_annual_wages_pct_chg_2021,oty_annual_contributions_chg_2021,oty_annual_contributions_pct_chg_2021,oty_annual_avg_wkly_wage_chg_2021,oty_annual_avg_wkly_wage_pct_chg_2021,oty_avg_annual_pay_chg_2021,oty_avg_annual_pay_pct_chg_2021,area_title_2022,agglvl_title_2022,annual_avg_estabs_count_2022,annual_avg_emplvl_2022,total_annual_wages_2022,taxable_annual_wages_2022,annual_contributions_2022,annual_avg_wkly_wage_2022,avg_annual_pay_2022,oty_annual_avg_estabs_count_chg_2022,oty_annual_avg_estabs_count_pct_chg_2022,oty_annual_avg_emplvl_chg_2022,oty_annual_avg_emplvl_pct_chg_2022,oty_total_annual_wages_chg_2022,oty_total_annual_wages_pct_chg_2022,oty_taxable_annual_wages_chg_2022,oty_taxable_annual_wages_pct_chg_2022,oty_annual_contributions_chg_2022,oty_annual_contributions_pct_chg_2022,oty_annual_avg_wkly_wage_chg_2022,oty_annual_avg_wkly_wage_pct_chg_2022,oty_avg_annual_pay_chg_2022,oty_avg_annual_pay_pct_chg_2022
40,1079,"Lawrence County, Alabama","County, Total Covered",480,4886,191823858,34174364,380217,755,39260,5,1.1,-147,-2.9,11988910,6.7,683106,2.0,-26243,-6.5,68,9.9,3527,9.9,"Lawrence County, Alabama","County, Total Covered",498,4970,206508608,34985748,551469,799,41552,18,3.8,84,1.7,14684750,7.7,811384,2.4,171252,45.0,44,5.8,2292,5.8,"Lawrence County, Alabama","County, Total Covered",531,5051,222198163,35638066,425289,846,43988,33,6.6,81,1.6,15689555,7.6,652318,1.9,-126180,-22.9,47,5.9,2436,5.9
41,1081,"Lee County, Alabama","County, Total Covered",3397,57378,2528889219,420166159,4558198,848,44074,83,2.5,-2922,-4.8,73536370,3.0,-4194989,-1.0,-294614,-6.1,65,8.3,3355,8.2,"Lee County, Alabama","County, Total Covered",3622,59363,2720059345,450495753,7002467,881,45821,225,6.6,1985,3.5,191170126,7.6,30329594,7.2,2444269,53.6,33,3.9,1747,4.0,"Lee County, Alabama","County, Total Covered",3926,62001,3018710375,480006731,5844245,936,48688,304,8.4,2638,4.4,298651030,11.0,29510978,6.6,-1158222,-16.5,55,6.2,2867,6.3
42,1083,"Limestone County, Alabama","County, Total Covered",1519,24015,1262131285,187865327,2809319,1011,52556,24,1.6,-353,-1.4,53812775,4.5,1671143,0.9,-421073,-13.0,57,6.0,2969,6.0,"Limestone County, Alabama","County, Total Covered",1623,25779,1387720104,215237139,4471321,1035,53832,104,6.8,1764,7.3,125588819,10.0,27371812,14.6,1662002,59.2,24,2.4,1276,2.4,"Limestone County, Alabama","County, Total Covered",1735,28946,1599963474,245799881,3872998,1063,55275,112,6.9,3167,12.3,212243370,15.3,30562742,14.2,-598323,-13.4,28,2.7,1443,2.7
43,1085,"Lowndes County, Alabama","County, Total Covered",179,2192,107616206,16599333,311706,944,49093,-3,-1.6,-128,-5.5,-3541385,-3.2,-432141,-2.5,-22714,-6.8,23,2.5,1180,2.5,"Lowndes County, Alabama","County, Total Covered",189,2165,106647344,15762804,296069,947,49267,10,5.6,-27,-1.2,-968862,-0.9,-836529,-5.0,-15637,-5.0,3,0.3,174,0.4,"Lowndes County, Alabama","County, Total Covered",204,2753,174303058,20012906,385667,1218,63310,15,7.9,588,27.2,67655714,63.4,4250102,27.0,89598,30.3,271,28.6,14043,28.5
44,1087,"Macon County, Alabama","County, Total Covered",255,4482,211662127,19880064,262881,908,47223,15,6.2,-146,-3.2,6436611,3.1,-48585,-0.2,15720,6.4,55,6.4,2878,6.5,"Macon County, Alabama","County, Total Covered",270,4490,220667176,19845303,329296,945,49151,15,5.9,8,0.2,9005049,4.3,-34761,-0.2,66415,25.3,37,4.1,1928,4.1,"Macon County, Alabama","County, Total Covered",292,4467,233003585,20097861,290534,1003,52156,22,8.1,-23,-0.5,12336409,5.6,252558,1.3,-38762,-11.8,58,6.1,3005,6.1
45,1089,"Madison County, Alabama","County, Total Covered",10264,202530,13791557346,1584774862,16964968,1310,68097,287,2.9,-3603,-1.7,971617870,7.6,7737816,0.5,-992979,-5.5,114,9.5,5904,9.5,"Madison County, Alabama","County, Total Covered",11090,210051,14521139121,1684570444,25743776,1329,69132,826,8.0,7521,3.7,729581775,5.3,99795582,6.3,8778808,51.7,19,1.5,1035,1.5,"Madison County, Alabama","County, Total Covered",12121,217074,15541525559,1768241019,19819481,1377,71596,1031,9.3,7023,3.3,1020386438,7.0,83670575,5.0,-5924295,-23.0,48,3.6,2464,3.6
46,1091,"Marengo County, Alabama","County, Total Covered",512,6926,308389019,52978353,539730,856,44527,-11,-2.1,-254,-3.5,8510576,2.8,-3574915,-6.3,-145718,-21.3,53,6.6,2762,6.6,"Marengo County, Alabama","County, Total Covered",521,7058,335909002,57682543,877666,915,47590,9,1.8,132,1.9,27519983,8.9,4704190,8.9,337936,62.6,59,6.9,3063,6.9,"Marengo County, Alabama","County, Total Covered",532,7207,353693613,58641067,659148,944,49075,11,2.1,149,2.1,17784611,5.3,958524,1.7,-218518,-24.9,29,3.2,1485,3.1
47,1093,"Marion County, Alabama","County, Total Covered",624,10157,387103265,80952160,1142640,733,38114,-5,-0.8,82,0.8,21909614,6.0,4352180,5.7,68210,6.3,36,5.2,1865,5.1,"Marion County, Alabama","County, Total Covered",644,10571,435632854,88431465,1697581,792,41209,20,3.2,414,4.1,48529589,12.5,7479305,9.2,554941,48.6,59,8.0,3095,8.1,"Marion County, Alabama","County, Total Covered",668,11023,489707158,92392391,1452265,854,44427,24,3.7,452,4.3,54074304,12.4,3960926,4.5,-245316,-14.5,62,7.8,3218,7.8
48,1095,"Marshall County, Alabama","County, Total Covered",2125,37252,1497772352,321185119,2984396,773,40207,-1,0.0,-802,-2.1,66162909,4.6,1636094,0.5,-163736,-5.2,50,6.9,2586,6.9,"Marshall County, Alabama","County, Total Covered",2214,38005,1620196486,332737871,4764570,820,42631,89,4.2,753,2.0,122424134,8.2,11552752,3.6,1780174,59.6,47,6.1,2424,6.0,"Marshall County, Alabama","County, Total Covered",2335,38984,1753165113,348078967,3691076,865,44971,121,5.5,979,2.6,132968627,8.2,15341096,4.6,-1073494,-22.5,45,5.5,2340,5.5
49,1097,"Mobile County, Alabama","County, Total Covered",10449,164350,8507902921,1349566698,17654578,996,51767,147,1.4,-7476,-4.4,153752036,1.8,-26387557,-1.9,-1632775,-8.5,61,6.5,3147,6.5,"Mobile County, Alabama","County, Total Covered",10931,169918,9234339881,1445707657,25924239,1045,54346,482,4.6,5568,3.4,726436960,8.5,96140959,7.1,8269661,46.8,49,4.9,2579,5.0,"Mobile County, Alabama","County, Total Covered",11457,172206,9837201223,1498973917,21491837,1099,57125,526,4.8,2288,1.3,602861342,6.5,53266260,3.7,-4432402,-17.1,54,5.2,2779,5.1
50,1099,"Monroe County, Alabama","County, Total Covered",460,6135,283370605,48573846,489346,888,46186,8,1.8,-106,-1.7,12688758,4.7,2109495,4.5,-38946,-7.4,54,6.5,2816,6.5,"Monroe County, Alabama","County, Total Covered",477,6168,302194806,52384243,870715,942,48993,17,3.7,33,0.5,18824201,6.6,3810397,7.8,381369,77.9,54,6.1,2807,6.1,"Monroe County, Alabama","County, Total Covered",492,6248,315201281,54406133,705852,970,50448,15,3.1,80,1.3,13006475,4.3,2021890,3.9,-164863,-18.9,28,3.0,1455,3.0
51,1101,"Montgomery County, Alabama","County, Total Covered",6470,124286,6357340283,861197206,9711281,984,51151,45,0.7,-6494,-5.0,108925862,1.7,-31215386,-3.5,-978176,-9.2,65,7.1,3373,7.1,"Montgomery County, Alabama","County, Total Covered",6641,126809,6725193002,915123951,15161846,1020,53034,171,2.6,2523,2.0,367852719,5.8,53926745,6.3,5450565,56.1,36,3.7,1883,3.7,"Montgomery County, Alabama","County, Total Covered",6914,128398,7209035855,947484858,12129640,1080,56146,273,4.1,1589,1.3,483842853,7.2,32360907,3.5,-3032206,-20.0,60,5.9,3112,5.9
52,1103,"Morgan County, Alabama","County, Total Covered",2848,49045,2487221085,426972247,4550790,975,50713,34,1.2,-875,-1.8,119800807,5.1,1066320,0.3,-287928,-6.0,63,6.9,3289,6.9,"Morgan County, Alabama","County, Total Covered",2944,49574,2639851784,445557306,6717656,1024,53251,96,3.4,529,1.1,152630699,6.1,18585059,4.4,2166866,47.6,49,5.0,2538,5.0,"Morgan County, Alabama","County, Total Covered",3095,50750,2883410880,462124907,5441772,1093,56816,151,5.1,1176,2.4,243559096,9.2,16567601,3.7,-1275884,-19.0,69,6.7,3565,6.7
53,1105,"Perry County, Alabama","County, Total Covered",159,1920,65854536,12034742,176638,660,34304,-1,-0.6,-174,-8.3,-2383694,-3.5,-606503,-4.8,-26747,-13.2,33,5.3,1713,5.3,"Perry County, Alabama","County, Total Covered",163,1845,66061184,12108146,224080,689,35814,4,2.5,-75,-3.9,206648,0.3,73404,0.6,47442,26.9,29,4.4,1510,4.4,"Perry County, Alabama","County, Total Covered",166,1800,66932716,12243682,164301,715,37190,3,1.8,-45,-2.4,871532,1.3,135536,1.1,-59779,-26.7,26,3.8,1376,3.8
54,1107,"Pickens County, Alabama","County, Total Covered",340,3561,149310976,24674671,256127,806,41926,1,0.3,-184,-4.9,-216885,-0.1,-413796,-1.6,-17040,-6.2,38,4.9,2001,5.0,"Pickens County, Alabama","County, Total Covered",345,3570,154355528,24351222,388961,832,43240,5,1.5,9,0.3,5044552,3.4,-323449,-1.3,132834,51.9,26,3.2,1314,3.1,"Pickens County, Alabama","County, Total Covered",357,3645,170270872,26097065,327129,898,46711,12,3.5,75,2.1,15915344,10.3,1745843,7.2,-61832,-15.9,66,7.9,3471,8.0
55,1109,"Pike County, Alabama","County, Total Covered",730,14334,624754593,111216390,1437995,838,43586,2,0.3,5,0.0,37821766,6.4,3555486,3.3,-20474,-1.4,50,6.3,2625,6.4,"Pike County, Alabama","County, Total Covered",747,14945,679031624,119143382,1972397,874,45437,17,2.3,611,4.3,54277031,8.7,7926992,7.1,534402,37.2,36,4.3,1851,4.2,"Pike County, Alabama","County, Total Covered",762,15090,714848106,121991171,1570904,911,47372,15,2.0,145,1.0,35816482,5.3,2847789,2.4,-401493,-20.4,37,4.2,1935,4.3
56,1111,"Randolph County, Alabama","County, Total Covered",407,4662,167568800,34010613,437476,691,35947,0,0.0,-100,-2.1,4617974,2.8,-442918,-1.3,-3312,-0.8,33,5.0,1726,5.0,"Randolph County, Alabama","County, Total Covered",424,4690,178327066,36076316,715649,731,38024,17,4.2,28,0.6,10758266,6.4,2065703,6.1,278173,63.6,40,5.8,2077,5.8,"Randolph County, Alabama","County, Total Covered",447,4810,192130598,38293125,532501,768,39943,23,5.4,120,2.6,13803532,7.7,2216809,6.1,-183148,-25.6,37,5.1,1919,5.0
57,1113,"Russell County, Alabama","County, Total Covered",969,13623,559310864,105383150,1102393,790,41057,35,3.7,-558,-3.9,8001671,1.5,-7426110,-6.6,-169224,-13.3,42,5.6,2181,5.6,"Russell County, Alabama","County, Total Covered",1036,13556,583631869,108315176,1734932,828,43052,67,6.9,-67,-0.5,24321005,4.3,2932026,2.8,632539,57.4,38,4.8,1995,4.9,"Russell County, Alabama","County, Total Covered",1111,13682,625639676,113571782,1356283,879,45728,75,7.2,126,0.9,42007807,7.2,5256606,4.9,-378649,-21.8,51,6.2,2676,6.2
58,1115,"St. Clair County, Alabama","County, Total Covered",1579,18836,801684670,156120894,1537958,819,42562,21,1.3,-1226,-6.1,9208698,1.2,-4147068,-2.6,-262583,-14.6,59,7.8,3060,7.7,"St. Clair County, Alabama","County, Total Covered",1697,19273,866527648,164583761,2537060,865,44960,118,7.5,437,2.3,64842978,8.1,8462867,5.4,999102,65.0,46,5.6,2398,5.6,"St. Clair County, Alabama","County, Total Covered",1769,19970,955538551,172282104,2162340,920,47848,72,4.2,697,3.6,89010903,10.3,7698343,4.7,-374720,-14.8,55,6.4,2888,6.4
59,1117,"Shelby County, Alabama","County, Total Covered",5963,81126,4751551382,744186706,8043948,1126,58570,58,1.0,-3779,-4.5,65178555,1.4,-24593746,-3.2,-1219119,-13.2,65,6.1,3375,6.1,"Shelby County, Alabama","County, Total Covered",6381,83679,5074657985,780976383,12291128,1166,60644,418,7.0,2553,3.1,323106603,6.8,36789677,4.9,4247180,52.8,40,3.6,2074,3.5,"Shelby County, Alabama","County, Total Covered",6809,86332,5488813589,826210030,10409327,1223,63578,428,6.7,2653,3.2,414155604,8.2,45233647,5.8,-1881801,-15.3,57,4.9,2934,4.8
60,1119,"Sumter County, Alabama","County, Total Covered",257,2866,117873146,17771050,255608,791,41129,10,4.0,-112,-3.8,2137667,1.8,-633642,-3.4,-50110,-16.4,44,5.9,2267,5.8,"Sumter County, Alabama","County, Total Covered",275,2807,120890409,18933233,320910,828,43067,18,7.0,-59,-2.1,3017263,2.6,1162183,6.5,65302,25.5,37,4.7,1938,4.7,"Sumter County, Alabama","County, Total Covered",290,2887,129056024,19531548,239339,860,44700,15,5.5,80,2.9,8165615,6.8,598315,3.2,-81571,-25.4,32,3.9,1633,3.8
61,1121,"Talladega County, Alabama","County, Total Covered",1422,28951,1395640903,248756449,2939291,927,48208,11,0.8,-1127,-3.7,-10127880,-0.7,1494552,0.6,53671,1.9,28,3.1,1471,3.1,"Talladega County, Alabama","County, Total Covered",1463,29562,1445863386,255861363,4086542,941,48910,41,2.9,611,2.1,50222483,3.6,7104914,2.9,1147251,39.0,14,1.5,702,1.5,"Talladega County, Alabama","County, Total Covered",1509,30716,1630115236,271839241,3120701,1021,53070,46,3.1,1154,3.9,184251850,12.7,15977878,6.2,-965841,-23.6,80,8.5,4160,8.5
62,1123,"Tallapoosa County, Alabama","County, Total Covered",877,12352,475840615,107893113,1348420,741,38523,10,1.2,-1029,-7.7,3465899,0.7,-4309606,-3.8,-115833,-7.9,62,9.1,3221,9.1,"Tallapoosa County, Alabama","County, Total Covered",928,12640,508399314,109453750,2016548,773,40220,51,5.8,288,2.3,32558699,6.8,1560637,1.4,668128,49.5,32,4.3,1697,4.4,"Tallapoosa County, Alabama","County, Total Covered",991,12586,535411237,110401863,1470353,818,42540,63,6.8,-54,-0.4,27011923,5.3,948113,0.9,-546195,-27.1,45,5.8,2320,5.8
63,1125,"Tuscaloosa County, Alabama","County, Total Covered",4680,90085,4493526961,696944297,7283069,959,49881,58,1.3,-7165,-7.4,-67339210,-1.5,-30515873,-4.2,-1566046,-17.7,57,6.3,2983,6.4,"Tuscaloosa County, Alabama","County, Total Covered",4825,90584,4696676071,700945884,10832686,997,51849,145,3.1,499,0.6,203149110,4.5,4001587,0.6,3549617,48.7,38,4.0,1968,3.9,"Tuscaloosa County, Alabama","County, Total Covered",5038,93942,5150034145,757486919,9010707,1054,54821,213,4.4,3358,3.7,453358074,9.7,56541035,8.1,-1821979,-16.8,57,5.7,2972,5.7
64,1127,"Walker County, Alabama","County, Total Covered",1399,17326,710304653,140716950,1383781,788,40997,-5,-0.4,-1089,-5.9,-14770590,-2.0,-6992346,-4.7,-304185,-18.0,31,4.1,1623,4.1,"Walker County, Alabama","County, Total Covered",1449,17633,749412199,147308016,2160610,817,42500,50,3.6,307,1.8,39107546,5.5,6591066,4.7,776829,56.1,29,3.7,1503,3.7,"Walker County, Alabama","County, Total Covered",1498,17790,801611007,149355526,1677412,867,45060,49,3.4,157,0.9,52198808,7.0,2047510,1.4,-483198,-22.4,50,6.1,2560,6.0
65,1129,"Washington County, Alabama","County, Total Covered",270,3454,228044634,27164294,313976,1270,66017,-3,-1.1,-140,-3.9,-1221355,-0.5,-43800,-0.2,440,0.1,43,3.5,2227,3.5,"Washington County, Alabama","County, Total Covered",279,3432,231277733,27517573,455148,1296,67390,9,3.3,-22,-0.6,3233099,1.4,353279,1.3,141172,45.0,26,2.0,1373,2.1,"Washington County, Alabama","County, Total Covered",292,3482,246276817,29027532,373358,1360,70732,13,4.7,50,1.5,14999084,6.5,1509959,5.5,-81790,-18.0,64,4.9,3342,5.0
66,1131,"Wilcox County, Alabama","County, Total Covered",248,2679,127250604,18199472,188031,913,47499,3,1.2,-114,-4.1,-1624124,-1.3,-1057423,-5.5,-11041,-5.5,25,2.8,1349,2.9,"Wilcox County, Alabama","County, Total Covered",254,2542,123997285,18143810,290195,938,48783,6,2.4,-137,-5.1,-3253319,-2.6,-55662,-0.3,102164,54.3,25,2.7,1284,2.7,"Wilcox County, Alabama","County, Total Covered",273,2531,133362399,18168929,223342,1013,52685,19,7.5,-11,-0.4,9365114,7.6,25119,0.1,-66853,-23.0,75,8.0,3902,8.0
67,1133,"Winston County, Alabama","County, Total Covered",490,8017,322579126,73480141,963521,774,40239,-3,-0.6,-140,-1.7,13091828,4.2,-717044,-1.0,-118778,-11.0,44,6.0,2297,6.1,"Winston County, Alabama","County, Total Covered",486,8099,348745291,72157550,1207779,828,43061,-4,-0.8,82,1.0,26166165,8.1,-1322591,-1.8,244258,25.4,54,7.0,2822,7.0,"Winston County, Alabama","County, Total Covered",502,8211,390470662,72720559,957322,915,47557,16,3.3,112,1.4,41725371,12.0,563009,0.8,-250457,-20.7,87,10.5,4496,10.4
68,1999,"Unknown Or Undefined, Alabama","County, Total Covered",15298,56554,4350435980,695485894,11524348,1479,76925,886,6.1,137,0.2,282653790,6.9,28868469,4.3,-398355,-3.3,92,6.6,4823,6.7,"Unknown Or Undefined, Alabama","County, Total Covered",17169,65870,5159635012,838307679,17064232,1506,78331,1871,12.2,9316,16.5,809199032,18.6,142821785,20.5,5539884,48.1,27,1.8,1406,1.8,"Unknown Or Undefined, Alabama","County, Total Covered",19463,77068,6313116174,968624422,15968197,1575,81917,2294,13.4,11198,17.0,1153481162,22.4,130316743,15.5,-1096035,-6.4,69,4.6,3586,4.6
69,2000,Alaska -- Statewide,"State, Total Covered",22594,297429,18360423588,7777297810,118092732,1187,61730,477,2.2,-26266,-8.1,-258024040,-1.4,-343282378,-4.2,-8340860,-6.6,81,7.3,4212,7.3,Alaska -- Statewide,"State, Total Covered",23491,305145,19126845955,8316129391,163975823,1205,62681,897,4.0,7716,2.6,766422367,4.2,538831581,6.9,45883091,38.9,18,1.5,951,1.5,Alaska -- Statewide,"State, Total Covered",24304,313959,20506548518,9099453882,199347449,1256,65316,813,3.5,8814,2.9,1379702563,7.2,783324491,9.4,35371626,21.6,51,4.2,2635,4.2
70,2013,"Aleutians East Borough, Alaska","County, Total Covered",102,2290,129580937,98690408,1545430,1088,56586,4,4.1,-115,-4.8,-6315795,-4.6,-7865402,-7.4,-286814,-15.7,1,0.1,84,0.1,"Aleutians East Borough, Alaska","County, Total Covered",103,2228,135850752,106651419,2645029,1172,60970,1,1.0,-62,-2.7,6269815,4.8,7961011,8.1,1099599,71.2,84,7.7,4384,7.7,"Aleutians East Borough, Alaska","County, Total Covered",102,2212,154515630,119766622,3473302,1343,69840,-1,-1.0,-16,-0.7,18664878,13.7,13115203,12.3,828273,31.3,171,14.6,8870,14.5
71,2016,"Aleutians West Census Area, Alaska","County, Total Covered",166,3390,218059032,145225113,2213499,1237,64324,-3,-1.8,48,1.4,7136872,3.4,5586340,4.0,-81681,-3.6,23,1.9,1205,1.9,"Aleutians West Census Area, Alaska","County, Total Covered",161,3071,213165493,148314552,3313170,1335,69407,-5,-3.0,-319,-9.4,-4893539,-2.2,3089439,2.1,1099671,49.7,98,7.9,5083,7.9,"Aleutians West Census Area, Alaska","County, Total Covered",163,2998,239899509,164012013,4183183,1539,80027,2,1.2,-73,-2.4,26734016,12.5,15697461,10.6,870013,26.3,204,15.3,10620,15.3
72,2020,"Anchorage Municipality, Alaska","County, Total Covered",8261,135969,8821860232,3584710065,54138494,1248,64881,68,0.8,-11995,-8.1,-109741074,-1.2,-136024727,-3.7,-3112229,-5.4,87,7.5,4517,7.5,"Anchorage Municipality, Alaska","County, Total Covered",8412,138754,9145217300,3815384724,73289462,1267,65910,151,1.8,2785,2.0,323357068,3.7,230674659,6.4,19150968,35.4,19,1.5,1029,1.6,"Anchorage Municipality, Alaska","County, Total Covered",8447,141687,9679918841,4119393413,86949014,1314,68319,35,0.4,2933,2.1,534701541,5.8,304008689,8.0,13659552,18.6,47,3.7,2409,3.7
73,2050,"Bethel Census Area, Alaska","County, Total Covered",349,6607,324167129,150565324,2294075,944,49068,7,2.0,-289,-4.2,11146236,3.6,9116106,6.4,108263,5.0,71,8.1,3675,8.1,"Bethel Census Area, Alaska","County, Total Covered",341,6303,311521538,141958534,2831624,950,49426,-8,-2.3,-304,-4.6,-12645591,-3.9,-8606790,-5.7,537549,23.4,6,0.6,358,0.7,"Bethel Census Area, Alaska","County, Total Covered",337,6330,325953592,148861894,3235064,990,51491,-4,-1.2,27,0.4,14432054,4.6,6903360,4.9,403440,14.2,40,4.2,2065,4.2
74,2060,"Bristol Bay Borough, Alaska","County, Total Covered",134,1071,68533441,46754871,727052,1230,63975,3,2.3,-216,-16.8,-5654115,-7.6,-6551047,-12.3,-195105,-21.2,122,11.0,6346,11.0,"Bristol Bay Borough, Alaska","County, Total Covered",132,1240,78148582,55349306,1370497,1212,63002,-2,-1.5,169,15.8,9615141,14.0,8594435,18.4,643445,88.5,-18,-1.5,-973,-1.5,"Bristol Bay Borough, Alaska","County, Total Covered",131,1173,86599366,63196691,1830058,1420,73848,-1,-0.8,-67,-5.4,8450784,10.8,7847385,14.2,459561,33.5,208,17.2,10846,17.2
75,2063,"Chugach Census Area, Alaska","County, Total Covered",413,3299,218258048,95853027,1465654,1272,66162,413,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Chugach Census Area, Alaska","County, Total Covered",413,3480,237734789,111822449,2348786,1314,68306,0,0.0,181,5.5,19476741,8.9,15969422,16.7,883132,60.3,42,3.3,2144,3.2,"Chugach Census Area, Alaska","County, Total Covered",411,3637,246904346,117298743,2790735,1306,67893,-2,-0.5,157,4.5,9169557,3.9,5476294,4.9,441949,18.8,-8,-0.6,-413,-0.6
76,2066,"Copper River Census Area, Alaska","County, Total Covered",145,967,55127624,25648513,387163,1097,57024,145,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Copper River Census Area, Alaska","County, Total Covered",154,972,50915824,24493778,480635,1007,52387,9,6.2,5,0.5,-4211800,-7.6,-1154735,-4.5,93472,24.1,-90,-8.2,-4637,-8.1,"Copper River Census Area, Alaska","County, Total Covered",157,1046,54905547,27403900,598286,1009,52470,3,1.9,74,7.6,3989723,7.8,2910122,11.9,117651,24.5,2,0.2,83,0.2
77,2068,"Denali Borough, Alaska","County, Total Covered",143,983,64394174,26367397,403352,1260,65502,0,0.0,-1113,-53.1,-31905103,-33.1,-30075562,-53.3,-555980,-58.0,376,42.5,19560,42.6,"Denali Borough, Alaska","County, Total Covered",146,1388,90997081,45116339,1133806,1261,65560,3,2.1,405,41.2,26602907,41.3,18748942,71.1,730454,181.1,1,0.1,58,0.1,"Denali Borough, Alaska","County, Total Covered",148,1843,113891549,64516488,1708306,1189,61811,2,1.4,455,32.8,22894468,25.2,19400149,43.0,574500,50.7,-72,-5.7,-3749,-5.7
78,2070,"Dillingham Census Area, Alaska","County, Total Covered",159,2082,111528098,60985601,928203,1030,53566,0,0.0,-416,-16.7,-9592630,-7.9,-9646497,-13.7,-205571,-18.1,98,10.5,5082,10.5,"Dillingham Census Area, Alaska","County, Total Covered",158,2005,109491054,61179051,1200277,1050,54607,-1,-0.6,-77,-3.7,-2037044,-1.8,193450,0.3,272074,29.3,20,1.9,1041,1.9,"Dillingham Census Area, Alaska","County, Total Covered",159,2020,119924942,64682126,1512674,1142,59374,1,0.6,15,0.7,10433888,9.5,3503075,5.7,312397,26.0,92,8.8,4767,8.7
79,2090,"Fairbanks North Star Borough, Alaska","County, Total Covered",2269,34582,2003918348,776113812,11720475,1114,57947,-1,0.0,-2253,-6.1,-6409027,-0.3,-86977096,-10.1,-1646432,-12.3,64,6.1,3371,6.2,"Fairbanks North Star Borough, Alaska","County, Total Covered",2321,34983,2073517454,823463706,16286652,1140,59273,52,2.3,401,1.2,69599106,3.5,47349894,6.1,4566177,39.0,26,2.3,1326,2.3,"Fairbanks North Star Borough, Alaska","County, Total Covered",2350,35224,2168279581,866059333,18750884,1184,61556,29,1.2,241,0.7,94762127,4.6,42595627,5.2,2464232,15.1,44,3.9,2283,3.9
80,2100,"Haines Borough, Alaska","County, Total Covered",157,763,31387083,17525586,267583,791,41123,2,1.3,-256,-25.1,-10239771,-24.6,-6205977,-26.2,-119587,-30.9,5,0.6,269,0.7,"Haines Borough, Alaska","County, Total Covered",152,802,34001765,19254960,407404,816,42414,-5,-3.2,39,5.1,2614682,8.3,1729374,9.9,139821,52.3,25,3.2,1291,3.1,"Haines Borough, Alaska","County, Total Covered",155,905,40499483,22884569,555571,861,44776,3,2.0,103,12.8,6497718,19.1,3629609,18.9,148167,36.4,45,5.5,2362,5.6
81,2105,"Hoonah-Angoon Census Area, Alaska","County, Total Covered",135,674,26731245,12013890,183717,763,39661,0,0.0,-163,-19.5,-3301294,-11.0,-3057858,-20.3,-65865,-26.4,73,10.6,3798,10.6,"Hoonah-Angoon Census Area, Alaska","County, Total Covered",140,786,31984168,15887874,363500,783,40697,5,3.7,112,16.6,5252923,19.7,3873984,32.2,179783,97.9,20,2.6,1036,2.6,"Hoonah-Angoon Census Area, Alaska","County, Total Covered",136,915,41228040,21965505,586025,867,45074,-4,-2.9,129,16.4,9243872,28.9,6077631,38.3,222525,61.2,84,10.7,4377,10.8
82,2110,"Juneau City and Borough, Alaska","County, Total Covered",1128,15499,921930254,301462343,4591788,1144,59483,19,1.7,-2053,-11.7,-9965319,-1.1,-35599282,-10.6,-681855,-12.9,123,12.0,6388,12.0,"Juneau City and Borough, Alaska","County, Total Covered",1141,16083,969291431,334579557,6523022,1159,60267,13,1.2,584,3.8,47361177,5.1,33117214,11.0,1931234,42.1,15,1.3,784,1.3,"Juneau City and Borough, Alaska","County, Total Covered",1123,16965,1063777214,397612649,8696568,1206,62704,-18,-1.6,882,5.5,94485783,9.7,63033092,18.8,2173546,33.3,47,4.1,2437,4.0
